Entity,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
114,9.7126592,9.7126592,8.738099537,9.359293992,8.738099537,10.4302847,10.4302847,9.359293992,9.359293992,10.4302847,8.738099537,9.7126592,9.7126592,9.7126592,8.738099537,10.4302847,9.7126592,9.359293992,9.359293992,9.359293992,9.7126592,9.7126592,9.7126592,10.4302847,10.4302847,8.738099537,8.738099537,8.738099537,10.4302847,8.738099537,8.738099537,9.359293992,10.4302847,9.359293992,9.359293992,8.738099537,9.359293992,10.4302847,10.4302847,9.7126592
115,9.973981365,9.973981365,9.253321059,11.90236182,9.253321059,10.86415249,10.86415249,11.90236182,11.90236182,10.86415249,9.253321059,9.973981365,9.973981365,9.973981365,9.253321059,10.86415249,9.973981365,11.90236182,11.90236182,11.90236182,9.973981365,9.973981365,9.973981365,10.86415249,10.86415249,9.253321059,9.253321059,9.253321059,10.86415249,9.253321059,9.253321059,11.90236182,10.86415249,11.90236182,11.90236182,9.253321059,11.90236182,10.86415249,10.86415249,9.973981365
116,8.549175687,8.549175687,10.23363361,11.36860228,10.23363361,10.11663728,10.11663728,11.36860228,11.36860228,10.11663728,10.23363361,8.549175687,8.549175687,8.549175687,10.23363361,10.11663728,8.549175687,11.36860228,11.36860228,11.36860228,8.549175687,8.549175687,8.549175687,10.11663728,10.11663728,10.23363361,10.23363361,10.23363361,10.11663728,10.23363361,10.23363361,11.36860228,10.11663728,11.36860228,11.36860228,10.23363361,11.36860228,10.11663728,10.11663728,8.549175687
117,11.73863377,11.73863377,8.803064788,11.44455086,8.803064788,9.809483198,9.809483198,11.44455086,11.44455086,9.809483198,8.803064788,11.73863377,11.73863377,11.73863377,8.803064788,9.809483198,11.73863377,11.44455086,11.44455086,11.44455086,11.73863377,11.73863377,11.73863377,9.809483198,9.809483198,8.803064788,8.803064788,8.803064788,9.809483198,8.803064788,8.803064788,11.44455086,9.809483198,11.44455086,11.44455086,8.803064788,11.44455086,9.809483198,9.809483198,11.73863377
118,9.943944054,9.943944054,10.93560368,7.946752778,10.93560368,10.01925927,10.01925927,7.946752778,7.946752778,10.01925927,10.93560368,9.943944054,9.943944054,9.943944054,10.93560368,10.01925927,9.943944054,7.946752778,7.946752778,7.946752778,9.943944054,9.943944054,9.943944054,10.01925927,10.01925927,10.93560368,10.93560368,10.93560368,10.01925927,10.93560368,10.93560368,7.946752778,10.01925927,7.946752778,7.946752778,10.93560368,7.946752778,10.01925927,10.01925927,9.943944054
119,9.966669658,9.966669658,10.29959368,11.55870831,10.29959368,9.061461296,9.061461296,11.55870831,11.55870831,9.061461296,10.29959368,9.966669658,9.966669658,9.966669658,10.29959368,9.061461296,9.966669658,11.55870831,11.55870831,11.55870831,9.966669658,9.966669658,9.966669658,9.061461296,9.061461296,10.29959368,10.29959368,10.29959368,9.061461296,10.29959368,10.29959368,11.55870831,9.061461296,11.55870831,11.55870831,10.29959368,11.55870831,9.061461296,9.061461296,9.966669658
120,10.60877901,10.60877901,10.15615571,9.957129543,10.15615571,9.572720713,9.572720713,9.957129543,9.957129543,9.572720713,10.15615571,10.60877901,10.60877901,10.60877901,10.15615571,9.572720713,10.60877901,9.957129543,9.957129543,9.957129543,10.60877901,10.60877901,10.60877901,9.572720713,9.572720713,10.15615571,10.15615571,10.15615571,9.572720713,10.15615571,10.15615571,9.957129543,9.572720713,9.957129543,9.957129543,10.15615571,9.957129543,9.572720713,9.572720713,10.60877901
121,9.517323178,9.517323178,9.505519125,10.68791677,9.505519125,10.88330282,10.88330282,10.68791677,10.68791677,10.88330282,9.505519125,9.517323178,9.517323178,9.517323178,9.505519125,10.88330282,9.517323178,10.68791677,10.68791677,10.68791677,9.517323178,9.517323178,9.517323178,10.88330282,10.88330282,9.505519125,9.505519125,9.505519125,10.88330282,9.505519125,9.505519125,10.68791677,10.88330282,10.68791677,10.68791677,9.505519125,10.68791677,10.88330282,10.88330282,9.517323178
122,8.777073821,8.777073821,10.4127695,10.7013559,10.4127695,11.68443571,11.68443571,10.7013559,10.7013559,11.68443571,10.4127695,8.777073821,8.777073821,8.777073821,10.4127695,11.68443571,8.777073821,10.7013559,10.7013559,10.7013559,8.777073821,8.777073821,8.777073821,11.68443571,11.68443571,10.4127695,10.4127695,10.4127695,11.68443571,10.4127695,10.4127695,10.7013559,11.68443571,10.7013559,10.7013559,10.4127695,10.7013559,11.68443571,11.68443571,8.777073821
123,10.86364843,10.86364843,10.78417088,10.37963948,10.78417088,9.794700743,9.794700743,10.37963948,10.37963948,9.794700743,10.78417088,10.86364843,10.86364843,10.86364843,10.78417088,9.794700743,10.86364843,10.37963948,10.37963948,10.37963948,10.86364843,10.86364843,10.86364843,9.794700743,9.794700743,10.78417088,10.78417088,10.78417088,9.794700743,10.78417088,10.78417088,10.37963948,9.794700743,10.37963948,10.37963948,10.78417088,10.37963948,9.794700743,9.794700743,10.86364843
124,10.88117881,10.88117881,10.30013157,10.45150405,10.30013157,10.3784239,10.3784239,10.45150405,10.45150405,10.3784239,10.30013157,10.88117881,10.88117881,10.88117881,10.30013157,10.3784239,10.88117881,10.45150405,10.45150405,10.45150405,10.88117881,10.88117881,10.88117881,10.3784239,10.3784239,10.30013157,10.30013157,10.30013157,10.3784239,10.30013157,10.30013157,10.45150405,10.3784239,10.45150405,10.45150405,10.30013157,10.45150405,10.3784239,10.3784239,10.88117881
125,10.94116581,10.94116581,11.31782088,8.313306689,11.31782088,10.68374552,10.68374552,8.313306689,8.313306689,10.68374552,11.31782088,10.94116581,10.94116581,10.94116581,11.31782088,10.68374552,10.94116581,8.313306689,8.313306689,8.313306689,10.94116581,10.94116581,10.94116581,10.68374552,10.68374552,11.31782088,11.31782088,11.31782088,10.68374552,11.31782088,11.31782088,8.313306689,10.68374552,8.313306689,8.313306689,11.31782088,8.313306689,10.68374552,10.68374552,10.94116581
126,10.52491428,10.52491428,8.863106888,11.13133721,8.863106888,8.922579347,8.922579347,11.13133721,11.13133721,8.922579347,8.863106888,10.52491428,10.52491428,10.52491428,8.863106888,8.922579347,10.52491428,11.13133721,11.13133721,11.13133721,10.52491428,10.52491428,10.52491428,8.922579347,8.922579347,8.863106888,8.863106888,8.863106888,8.922579347,8.863106888,8.863106888,11.13133721,8.922579347,11.13133721,11.13133721,8.863106888,11.13133721,8.922579347,8.922579347,10.52491428
127,11.12507189,11.12507189,10.18705115,10.30115336,10.18705115,7.356851048,7.356851048,10.30115336,10.30115336,7.356851048,10.18705115,11.12507189,11.12507189,11.12507189,10.18705115,7.356851048,11.12507189,10.30115336,10.30115336,10.30115336,11.12507189,11.12507189,11.12507189,7.356851048,7.356851048,10.18705115,10.18705115,10.18705115,7.356851048,10.18705115,10.18705115,10.30115336,7.356851048,10.30115336,10.30115336,10.18705115,10.30115336,7.356851048,7.356851048,11.12507189
128,10.53848203,10.53848203,10.31045008,10.58461375,10.31045008,9.966963841,9.966963841,10.58461375,10.58461375,9.966963841,10.31045008,10.53848203,10.53848203,10.53848203,10.31045008,9.966963841,10.53848203,10.58461375,10.58461375,10.58461375,10.53848203,10.53848203,10.53848203,9.966963841,9.966963841,10.31045008,10.31045008,10.31045008,9.966963841,10.31045008,10.31045008,10.58461375,9.966963841,10.58461375,10.58461375,10.31045008,10.58461375,9.966963841,9.966963841,10.53848203
129,12.3829267,12.3829267,9.911069433,8.427855841,9.911069433,10.65990264,10.65990264,8.427855841,8.427855841,10.65990264,9.911069433,12.3829267,12.3829267,12.3829267,9.911069433,10.65990264,12.3829267,8.427855841,8.427855841,8.427855841,12.3829267,12.3829267,12.3829267,10.65990264,10.65990264,9.911069433,9.911069433,9.911069433,10.65990264,9.911069433,9.911069433,8.427855841,10.65990264,8.427855841,8.427855841,9.911069433,8.427855841,10.65990264,10.65990264,12.3829267
130,11.48377949,11.48377949,9.899986041,10.84964305,9.899986041,9.555218022,9.555218022,10.84964305,10.84964305,9.555218022,9.899986041,11.48377949,11.48377949,11.48377949,9.899986041,9.555218022,11.48377949,10.84964305,10.84964305,10.84964305,11.48377949,11.48377949,11.48377949,9.555218022,9.555218022,9.899986041,9.899986041,9.899986041,9.555218022,9.899986041,9.899986041,10.84964305,9.555218022,10.84964305,10.84964305,9.899986041,10.84964305,9.555218022,9.555218022,11.48377949
131,8.041794825,8.041794825,10.91834117,10.08473729,10.91834117,9.425605448,9.425605448,10.08473729,10.08473729,9.425605448,10.91834117,8.041794825,8.041794825,8.041794825,10.91834117,9.425605448,8.041794825,10.08473729,10.08473729,10.08473729,8.041794825,8.041794825,8.041794825,9.425605448,9.425605448,10.91834117,10.91834117,10.91834117,9.425605448,10.91834117,10.91834117,10.08473729,9.425605448,10.08473729,10.08473729,10.91834117,10.08473729,9.425605448,9.425605448,8.041794825
132,10.05621485,10.05621485,11.57914556,10.32430434,11.57914556,9.391442822,9.391442822,10.32430434,10.32430434,9.391442822,11.57914556,10.05621485,10.05621485,10.05621485,11.57914556,9.391442822,10.05621485,10.32430434,10.32430434,10.32430434,10.05621485,10.05621485,10.05621485,9.391442822,9.391442822,11.57914556,11.57914556,11.57914556,9.391442822,11.57914556,11.57914556,10.32430434,9.391442822,10.32430434,10.32430434,11.57914556,10.32430434,9.391442822,9.391442822,10.05621485
133,12.32086022,12.32086022,11.39978336,11.59850877,11.39978336,11.65191539,11.65191539,11.59850877,11.59850877,11.65191539,11.39978336,12.32086022,12.32086022,12.32086022,11.39978336,11.65191539,12.32086022,11.59850877,11.59850877,11.59850877,12.32086022,12.32086022,12.32086022,11.65191539,11.65191539,11.39978336,11.39978336,11.39978336,11.65191539,11.39978336,11.39978336,11.59850877,11.65191539,11.59850877,11.59850877,11.39978336,11.59850877,11.65191539,11.65191539,12.32086022
134,10.37324143,10.37324143,10.28558958,9.150295654,10.28558958,10.53539884,10.53539884,9.150295654,9.150295654,10.53539884,10.28558958,10.37324143,10.37324143,10.37324143,10.28558958,10.53539884,10.37324143,9.150295654,9.150295654,9.150295654,10.37324143,10.37324143,10.37324143,10.53539884,10.53539884,10.28558958,10.28558958,10.28558958,10.53539884,10.28558958,10.28558958,9.150295654,10.53539884,9.150295654,9.150295654,10.28558958,9.150295654,10.53539884,10.53539884,10.37324143
135,10.56386739,10.56386739,11.65354723,10.23538657,11.65354723,12.39745248,12.39745248,10.23538657,10.23538657,12.39745248,11.65354723,10.56386739,10.56386739,10.56386739,11.65354723,12.39745248,10.56386739,10.23538657,10.23538657,10.23538657,10.56386739,10.56386739,10.56386739,12.39745248,12.39745248,11.65354723,11.65354723,11.65354723,12.39745248,11.65354723,11.65354723,10.23538657,12.39745248,10.23538657,10.23538657,11.65354723,10.23538657,12.39745248,12.39745248,10.56386739
136,10.79038534,10.79038534,11.08461701,10.12928774,11.08461701,9.562840467,9.562840467,10.12928774,10.12928774,9.562840467,11.08461701,10.79038534,10.79038534,10.79038534,11.08461701,9.562840467,10.79038534,10.12928774,10.12928774,10.12928774,10.79038534,10.79038534,10.79038534,9.562840467,9.562840467,11.08461701,11.08461701,11.08461701,9.562840467,11.08461701,11.08461701,10.12928774,9.562840467,10.12928774,10.12928774,11.08461701,10.12928774,9.562840467,9.562840467,10.79038534
137,10.17819019,10.17819019,10.36501875,9.271108771,10.36501875,10.6608203,10.6608203,9.271108771,9.271108771,10.6608203,10.36501875,10.17819019,10.17819019,10.17819019,10.36501875,10.6608203,10.17819019,9.271108771,9.271108771,9.271108771,10.17819019,10.17819019,10.17819019,10.6608203,10.6608203,10.36501875,10.36501875,10.36501875,10.6608203,10.36501875,10.36501875,9.271108771,10.6608203,9.271108771,9.271108771,10.36501875,9.271108771,10.6608203,10.6608203,10.17819019
138,9.181330222,9.181330222,11.29904997,10.4189824,11.29904997,10.35885572,10.35885572,10.4189824,10.4189824,10.35885572,11.29904997,9.181330222,9.181330222,9.181330222,11.29904997,10.35885572,9.181330222,10.4189824,10.4189824,10.4189824,9.181330222,9.181330222,9.181330222,10.35885572,10.35885572,11.29904997,11.29904997,11.29904997,10.35885572,11.29904997,11.29904997,10.4189824,10.35885572,10.4189824,10.4189824,11.29904997,10.4189824,10.35885572,10.35885572,9.181330222
139,9.90254875,9.90254875,4.944812959,11.53261063,8.648899614,10.84573154,4.988364156,4.942338108,11.53261063,10.84573154,8.648899614,9.90254875,4.850417319,5.065980438,8.648899614,10.84573154,9.90254875,11.53261063,11.53261063,11.53261063,9.90254875,9.90254875,9.90254875,10.84573154,10.84573154,8.648899614,8.648899614,5.136935169,10.84573154,8.648899614,8.648899614,11.53261063,10.84573154,5.115044919,11.53261063,8.648899614,4.829703516,5.101875797,4.855650711,9.90254875
140,10.56828862,10.56828862,9.922461033,10.92226747,9.922461033,10.85692301,10.85692301,10.92226747,10.92226747,10.85692301,9.922461033,10.56828862,10.56828862,10.56828862,9.922461033,10.85692301,10.56828862,10.92226747,10.92226747,10.92226747,10.56828862,10.56828862,10.56828862,10.85692301,10.85692301,9.922461033,9.922461033,9.922461033,10.85692301,9.922461033,9.922461033,10.92226747,10.85692301,10.92226747,10.92226747,9.922461033,10.92226747,10.85692301,10.85692301,10.56828862
141,9.908565724,9.908565724,4.95085947,10.99350386,10.67576242,9.352954369,5.006506802,4.970984088,10.99350386,9.352954369,10.67576242,9.908565724,4.985357251,5.078443825,10.67576242,9.352954369,9.908565724,10.99350386,10.99350386,10.99350386,9.908565724,9.908565724,9.908565724,9.352954369,9.352954369,10.67576242,10.67576242,5.18505717,9.352954369,10.67576242,10.67576242,10.99350386,9.352954369,4.950039981,10.99350386,10.67576242,5.134262392,5.076800771,4.926342177,9.908565724
142,10.24353272,10.24353272,10.3729116,11.24991457,10.3729116,11.85991086,11.85991086,11.24991457,11.24991457,11.85991086,10.3729116,10.24353272,10.24353272,10.24353272,10.3729116,11.85991086,10.24353272,11.24991457,11.24991457,11.24991457,10.24353272,10.24353272,10.24353272,11.85991086,11.85991086,10.3729116,10.3729116,10.3729116,11.85991086,10.3729116,10.3729116,11.24991457,11.85991086,11.24991457,11.24991457,10.3729116,11.24991457,11.85991086,11.85991086,10.24353272
143,10.47491171,10.47491171,9.894440091,10.43652348,9.894440091,10.37300466,10.37300466,10.43652348,10.43652348,10.37300466,9.894440091,10.47491171,10.47491171,10.47491171,9.894440091,10.37300466,10.47491171,10.43652348,10.43652348,10.43652348,10.47491171,10.47491171,10.47491171,10.37300466,10.37300466,9.894440091,9.894440091,9.894440091,10.37300466,9.894440091,9.894440091,10.43652348,10.37300466,10.43652348,10.43652348,9.894440091,10.43652348,10.37300466,10.37300466,10.47491171
144,8.782400012,8.782400012,8.814711189,10.35981383,8.814711189,10.75677476,10.75677476,10.35981383,10.35981383,10.75677476,8.814711189,8.782400012,8.782400012,8.782400012,8.814711189,10.75677476,8.782400012,10.35981383,10.35981383,10.35981383,8.782400012,8.782400012,8.782400012,10.75677476,10.75677476,8.814711189,8.814711189,8.814711189,10.75677476,8.814711189,8.814711189,10.35981383,10.75677476,10.35981383,10.35981383,8.814711189,10.35981383,10.75677476,10.75677476,8.782400012
145,10.53325936,3.993123436,10.00285605,10.89512566,10.00285605,9.27839556,9.27839556,10.89512566,10.89512566,9.27839556,4.043362039,10.53325936,10.53325936,10.53325936,10.00285605,9.27839556,4.142432311,10.89512566,10.89512566,3.97373295,4.085152468,10.53325936,10.53325936,9.27839556,4.041470071,10.00285605,4.026810287,10.00285605,9.27839556,10.00285605,10.00285605,3.783545291,3.983572917,10.89512566,10.89512566,3.996154321,10.89512566,9.27839556,9.27839556,10.53325936
146,9.678107414,9.678107414,9.928873266,10.51686204,9.928873266,10.06515393,10.06515393,10.51686204,10.51686204,10.06515393,9.928873266,9.678107414,9.678107414,9.678107414,9.928873266,10.06515393,9.678107414,10.51686204,10.51686204,10.51686204,9.678107414,9.678107414,9.678107414,10.06515393,10.06515393,9.928873266,9.928873266,9.928873266,10.06515393,9.928873266,9.928873266,10.51686204,10.06515393,10.51686204,10.51686204,9.928873266,10.51686204,10.06515393,10.06515393,9.678107414
147,8.057043586,3.992751309,9.424582359,10.68864025,9.424582359,7.94777718,7.94777718,10.68864025,10.68864025,7.94777718,3.899774013,8.057043586,8.057043586,8.057043586,9.424582359,7.94777718,4.065077836,10.68864025,10.68864025,4.106301779,4.109666163,8.057043586,8.057043586,7.94777718,4.02293955,9.424582359,4.082579083,9.424582359,7.94777718,9.424582359,9.424582359,4.085678547,3.806555593,10.68864025,10.68864025,4.01155321,10.68864025,7.94777718,7.94777718,8.057043586
148,9.563170023,9.563170023,9.628055125,10.06529303,9.628055125,9.718517885,9.718517885,10.06529303,10.06529303,9.718517885,9.628055125,9.563170023,9.563170023,9.563170023,9.628055125,9.718517885,9.563170023,10.06529303,10.06529303,10.06529303,9.563170023,9.563170023,9.563170023,9.718517885,9.718517885,9.628055125,9.628055125,9.628055125,9.718517885,9.628055125,9.628055125,10.06529303,9.718517885,10.06529303,10.06529303,9.628055125,10.06529303,9.718517885,9.718517885,9.563170023
149,8.936502094,8.936502094,10.19627805,10.15337312,10.19627805,10.63296071,10.63296071,10.15337312,10.15337312,10.63296071,10.19627805,8.936502094,8.936502094,8.936502094,10.19627805,10.63296071,8.936502094,10.15337312,10.15337312,10.15337312,8.936502094,8.936502094,8.936502094,10.63296071,10.63296071,10.19627805,10.19627805,10.19627805,10.63296071,10.19627805,10.19627805,10.15337312,10.63296071,10.15337312,10.15337312,10.19627805,10.15337312,10.63296071,10.63296071,8.936502094
150,10.78945985,10.78945985,10.46852512,10.21453883,10.46852512,8.579434495,8.579434495,10.21453883,10.21453883,8.579434495,10.46852512,10.78945985,10.78945985,10.78945985,10.46852512,8.579434495,10.78945985,10.21453883,10.21453883,10.21453883,10.78945985,10.78945985,10.78945985,8.579434495,8.579434495,10.46852512,10.46852512,10.46852512,8.579434495,10.46852512,10.46852512,10.21453883,8.579434495,10.21453883,10.21453883,10.46852512,10.21453883,8.579434495,8.579434495,10.78945985
151,11.95072101,11.95072101,10.76850743,9.553442784,10.76850743,11.37000399,11.37000399,9.553442784,9.553442784,11.37000399,10.76850743,11.95072101,11.95072101,11.95072101,10.76850743,11.37000399,11.95072101,9.553442784,9.553442784,9.553442784,11.95072101,11.95072101,11.95072101,11.37000399,11.37000399,10.76850743,10.76850743,10.76850743,11.37000399,10.76850743,10.76850743,9.553442784,11.37000399,9.553442784,9.553442784,10.76850743,9.553442784,11.37000399,11.37000399,11.95072101
152,10.79760066,10.79760066,9.424140432,10.1748027,9.424140432,10.67325386,10.67325386,10.1748027,10.1748027,10.67325386,9.424140432,10.79760066,10.79760066,10.79760066,9.424140432,10.67325386,10.79760066,10.1748027,10.1748027,10.1748027,10.79760066,10.79760066,10.79760066,10.67325386,10.67325386,9.424140432,9.424140432,9.424140432,10.67325386,9.424140432,9.424140432,10.1748027,10.67325386,10.1748027,10.1748027,9.424140432,10.1748027,10.67325386,10.67325386,10.79760066
153,10.64183003,10.64183003,11.39857201,9.509442556,11.39857201,10.12631586,10.12631586,9.509442556,9.509442556,10.12631586,11.39857201,10.64183003,10.64183003,10.64183003,11.39857201,10.12631586,10.64183003,9.509442556,9.509442556,9.509442556,10.64183003,10.64183003,10.64183003,10.12631586,10.12631586,11.39857201,11.39857201,11.39857201,10.12631586,11.39857201,11.39857201,9.509442556,10.12631586,9.509442556,9.509442556,11.39857201,9.509442556,10.12631586,10.12631586,10.64183003
154,9.705904673,9.705904673,7.888791627,7.690831124,7.888791627,8.348951104,8.348951104,7.690831124,7.690831124,8.348951104,7.888791627,9.705904673,9.705904673,9.705904673,7.888791627,8.348951104,9.705904673,7.690831124,7.690831124,7.690831124,9.705904673,9.705904673,9.705904673,8.348951104,8.348951104,7.888791627,7.888791627,7.888791627,8.348951104,7.888791627,7.888791627,7.690831124,8.348951104,7.690831124,7.690831124,7.888791627,7.690831124,8.348951104,8.348951104,9.705904673
155,10.27106676,10.27106676,9.640024882,9.792082722,9.640024882,10.95900538,10.95900538,9.792082722,9.792082722,10.95900538,9.640024882,10.27106676,10.27106676,10.27106676,9.640024882,10.95900538,10.27106676,9.792082722,9.792082722,9.792082722,10.27106676,10.27106676,10.27106676,10.95900538,10.95900538,9.640024882,9.640024882,9.640024882,10.95900538,9.640024882,9.640024882,9.792082722,10.95900538,9.792082722,9.792082722,9.640024882,9.792082722,10.95900538,10.95900538,10.27106676
156,11.01067796,11.01067796,9.418932619,12.05008469,9.418932619,9.538961661,9.538961661,12.05008469,12.05008469,9.538961661,9.418932619,11.01067796,11.01067796,11.01067796,9.418932619,9.538961661,11.01067796,12.05008469,12.05008469,12.05008469,11.01067796,11.01067796,11.01067796,9.538961661,9.538961661,9.418932619,9.418932619,9.418932619,9.538961661,9.418932619,9.418932619,12.05008469,9.538961661,12.05008469,12.05008469,9.418932619,12.05008469,9.538961661,9.538961661,11.01067796
157,9.775038729,9.775038729,10.45778696,9.516219374,10.45778696,11.72426224,11.72426224,9.516219374,9.516219374,11.72426224,10.45778696,9.775038729,9.775038729,9.775038729,10.45778696,11.72426224,9.775038729,9.516219374,9.516219374,9.516219374,9.775038729,9.775038729,9.775038729,11.72426224,11.72426224,10.45778696,10.45778696,10.45778696,11.72426224,10.45778696,10.45778696,9.516219374,11.72426224,9.516219374,9.516219374,10.45778696,9.516219374,11.72426224,11.72426224,9.775038729
158,9.306695472,9.306695472,10.14641718,9.861108638,10.14641718,8.209718763,8.209718763,9.861108638,9.861108638,8.209718763,10.14641718,9.306695472,9.306695472,9.306695472,10.14641718,8.209718763,9.306695472,9.861108638,9.861108638,9.861108638,9.306695472,9.306695472,9.306695472,8.209718763,8.209718763,10.14641718,10.14641718,10.14641718,8.209718763,10.14641718,10.14641718,9.861108638,8.209718763,9.861108638,9.861108638,10.14641718,9.861108638,8.209718763,8.209718763,9.306695472
159,10.27631553,10.27631553,8.680003474,11.65090747,8.680003474,10.15012013,10.15012013,11.65090747,11.65090747,10.15012013,8.680003474,10.27631553,10.27631553,10.27631553,8.680003474,10.15012013,10.27631553,11.65090747,11.65090747,11.65090747,10.27631553,10.27631553,10.27631553,10.15012013,10.15012013,8.680003474,8.680003474,8.680003474,10.15012013,8.680003474,8.680003474,11.65090747,10.15012013,11.65090747,11.65090747,8.680003474,11.65090747,10.15012013,10.15012013,10.27631553
160,10.82150678,10.82150678,10.82514973,11.67569693,10.82514973,9.265200748,9.265200748,11.67569693,11.67569693,9.265200748,10.82514973,10.82150678,10.82150678,10.82150678,10.82514973,9.265200748,10.82150678,11.67569693,11.67569693,11.67569693,10.82150678,10.82150678,10.82150678,9.265200748,9.265200748,10.82514973,10.82514973,10.82514973,9.265200748,10.82514973,10.82514973,11.67569693,9.265200748,11.67569693,11.67569693,10.82514973,11.67569693,9.265200748,9.265200748,10.82150678
161,11.84326625,11.84326625,9.989902328,10.07455118,9.989902328,10.07216675,10.07216675,10.07455118,10.07455118,10.07216675,9.989902328,11.84326625,11.84326625,11.84326625,9.989902328,10.07216675,11.84326625,10.07455118,10.07455118,10.07455118,11.84326625,11.84326625,11.84326625,10.07216675,10.07216675,9.989902328,9.989902328,9.989902328,10.07216675,9.989902328,9.989902328,10.07455118,10.07216675,10.07455118,10.07455118,9.989902328,10.07455118,10.07216675,10.07216675,11.84326625
162,9.805847591,9.805847591,9.929805776,9.558836783,9.929805776,9.868197207,9.868197207,9.558836783,9.558836783,9.868197207,9.929805776,9.805847591,9.805847591,9.805847591,9.929805776,9.868197207,9.805847591,9.558836783,9.558836783,9.558836783,9.805847591,9.805847591,9.805847591,9.868197207,9.868197207,9.929805776,9.929805776,9.929805776,9.868197207,9.929805776,9.929805776,9.558836783,9.868197207,9.558836783,9.558836783,9.929805776,9.558836783,9.868197207,9.868197207,9.805847591
163,9.60296948,9.60296948,12.57544976,11.2240818,12.57544976,11.30117599,11.30117599,11.2240818,11.2240818,11.30117599,12.57544976,9.60296948,9.60296948,9.60296948,12.57544976,11.30117599,9.60296948,11.2240818,11.2240818,11.2240818,9.60296948,9.60296948,9.60296948,11.30117599,11.30117599,12.57544976,12.57544976,12.57544976,11.30117599,12.57544976,12.57544976,11.2240818,11.30117599,11.2240818,11.2240818,12.57544976,11.2240818,11.30117599,11.30117599,9.60296948
164,10.74081452,10.74081452,9.727732466,10.77996512,9.727732466,9.025990417,9.025990417,10.77996512,10.77996512,9.025990417,9.727732466,10.74081452,10.74081452,10.74081452,9.727732466,9.025990417,10.74081452,10.77996512,10.77996512,10.77996512,10.74081452,10.74081452,10.74081452,9.025990417,9.025990417,9.727732466,9.727732466,9.727732466,9.025990417,9.727732466,9.727732466,10.77996512,9.025990417,10.77996512,10.77996512,9.727732466,10.77996512,9.025990417,9.025990417,10.74081452
165,8.610516476,8.610516476,9.934039054,10.04715443,9.934039054,8.912419286,8.912419286,10.04715443,10.04715443,8.912419286,9.934039054,8.610516476,8.610516476,8.610516476,9.934039054,8.912419286,8.610516476,10.04715443,10.04715443,10.04715443,8.610516476,8.610516476,8.610516476,8.912419286,8.912419286,9.934039054,9.934039054,9.934039054,8.912419286,9.934039054,9.934039054,10.04715443,8.912419286,10.04715443,10.04715443,9.934039054,10.04715443,8.912419286,8.912419286,8.610516476
166,10.11884943,10.11884943,9.867824867,9.652457401,9.867824867,9.971158447,9.971158447,9.652457401,9.652457401,9.971158447,9.867824867,10.11884943,10.11884943,10.11884943,9.867824867,9.971158447,10.11884943,9.652457401,9.652457401,9.652457401,10.11884943,10.11884943,10.11884943,9.971158447,9.971158447,9.867824867,9.867824867,9.867824867,9.971158447,9.867824867,9.867824867,9.652457401,9.971158447,9.652457401,9.652457401,9.867824867,9.652457401,9.971158447,9.971158447,10.11884943
167,8.611950952,8.611950952,12.48799788,8.861863063,12.48799788,11.33551762,11.33551762,8.861863063,8.861863063,11.33551762,12.48799788,8.611950952,8.611950952,8.611950952,12.48799788,11.33551762,8.611950952,8.861863063,8.861863063,8.861863063,8.611950952,8.611950952,8.611950952,11.33551762,11.33551762,12.48799788,12.48799788,12.48799788,11.33551762,12.48799788,12.48799788,8.861863063,11.33551762,8.861863063,8.861863063,12.48799788,8.861863063,11.33551762,11.33551762,8.611950952
168,9.808225191,9.808225191,8.977016158,9.42561131,8.977016158,11.94585122,11.94585122,9.42561131,9.42561131,11.94585122,8.977016158,9.808225191,9.808225191,9.808225191,8.977016158,11.94585122,9.808225191,9.42561131,9.42561131,9.42561131,9.808225191,9.808225191,9.808225191,11.94585122,11.94585122,8.977016158,8.977016158,8.977016158,11.94585122,8.977016158,8.977016158,9.42561131,11.94585122,9.42561131,9.42561131,8.977016158,9.42561131,11.94585122,11.94585122,9.808225191
169,12.08671743,12.08671743,10.43109893,11.25381492,10.43109893,10.00729009,10.00729009,11.25381492,11.25381492,10.00729009,10.43109893,12.08671743,12.08671743,12.08671743,10.43109893,10.00729009,12.08671743,11.25381492,11.25381492,11.25381492,12.08671743,12.08671743,12.08671743,10.00729009,10.00729009,10.43109893,10.43109893,10.43109893,10.00729009,10.43109893,10.43109893,11.25381492,10.00729009,11.25381492,11.25381492,10.43109893,11.25381492,10.00729009,10.00729009,12.08671743
170,10.4806256,10.4806256,10.35558761,9.774229014,10.35558761,9.10679243,9.10679243,9.774229014,9.774229014,9.10679243,10.35558761,10.4806256,10.4806256,10.4806256,10.35558761,9.10679243,10.4806256,9.774229014,9.774229014,9.774229014,10.4806256,10.4806256,10.4806256,9.10679243,9.10679243,10.35558761,10.35558761,10.35558761,9.10679243,10.35558761,10.35558761,9.774229014,9.10679243,9.774229014,9.774229014,10.35558761,9.774229014,9.10679243,9.10679243,10.4806256
